a	/ɑ/
bueschdref	/buəʃdʀəf/
buet	/buət/
bueten	/buətən/
büfdeck	/byːfdæk/
büfdecker	/byːfdækɐ/
buffet	/byfeː/
buffeten	/byfeːən/
bügel	/byːʑəl/
bügelen	/byːʑələn/
bugger	/bygʒeʀ/
buggeren	/bygʒeʀən/
bühn	/byːn/
bühnen	/byːnən/
bulgar	/bylgaːʀ/
bulgaren	/bylgaːʀən/
bulgaresch	/bylgaːʀəʃ/
bulgarien	/bylgaːʀiən/
bulgarin	/bylgaːʀin/
bulgarinnen	/bylgaːʀinən/
bull	/bul/
bullen	/bulən/
bulldog	/buldoːk/
bulldoggen	/buldogən/
bulldozer	/buldoːtsɐ/
bulldozeren	/buldoːtsəʀən/
bulletin	/buleːtin/
bulletinen	/buleːtinən/
bulli	/buli/
bungeref	/buŋəʀəf/
bunker	/buŋkɐ/
bunkeren	/buŋkəʀən/
bunn	/bun/
bunnen	/bunən/
bunnes	/bunəs/
bunnessen	/bunəsən/
bupp	/bup/
buppen	/bupən/
gebuppt	/gəbupt/
bur	/buːʀ/
buren	/buːʀən/
bureau	/byʀoː/
bureauen	/byʀoːən/
bureausaarbecht	/byʀoːsaːɐbəɕt/
bureausgebai	/byʀoːsgəbɑɪ/
bureausgebaier	/byʀoːsgəbɑɪɐ/
bureausklamer	/byʀoːsklaːmɐ/
bureausklameren	/byʀoːsklaːməʀən/
bureausklammer	/byʀoːsklɑmɐ/
bureausklammeren	/byʀoːsklɑməʀən/
bureausstonnen	/byʀoːsʃtonən/
bureausstull	/byʀoːsʃtul/
bureausstill	/byʀoːsʃtil/
burkiner	/buʀkinɐ/
burkinerin	/buʀkinəʀin/
burkinerinnen	/buʀkinəʀinən/
burkinesch	/buʀkiːnəʃ/
büro	/byʀoː/
büroen	/byʀoːən/
bürokratesch	/byʀoːkʀaːtəʃ/
bürokratie	/byʀoːkʀaːtiː/
bürokratien	/byʀoːkʀaːtiːən/
bürosaarbecht	/byʀoːzaːɐbəɕt/
bürosgebai	/byʀoːsgəbɑɪ/
bürosgebaier	/byʀoːsgəbɑɪɐ/
bürosklamer	/byʀoːsklaːmɐ/
bürosklameren	/byʀoːsklaːməʀən/
bürosklammer	/byʀoːsklɑmɐ/
bürosklammeren	/byʀoːsklɑməʀən/
bürosstonnen	/byʀoːsʃtonən/
bürosstull	/byʀoːsʃtul/
bürosstill	/byʀoːsʃtil/
burundesch	/buʀundəʃ/
burundi	/buʀundiː/
burundier	/buʀundiːɐ/
burundierin	/buʀundiəʀin/
burundierinnen	/buʀundiəʀinən/
bus	/bus/
bussen	/busən/
busaccident	/busɑksidænt/
busaccidenter	/busɑksidæntɐ/
busarrêt	/busɑʀɛː/
busarrêten	/busɑʀɛːən/
buschauffer	/busʃoːfɐ/
buschaufferen	/busʃoːfəʀən/
buschauffesch	/busʃoːfəʃ/
buschauffeschen	/busʃoːfəʃən/
buschtaf	/buʃtaːf/
buschtawen	/buʃtaːvən/
buschtawéieren	/buʃtaːvɜɪəʀən/
buschtawéiert	/buʃtaːvɜɪɐt/
busfaart	/busfaːʀt/
busfaarten	/busfaːʀtən/
busfahrt	/busfaːʀt/
busfahrten	/busfaːʀtən/
bushaischen	/bushɑɪsjən/
bushaisercher	/bushɑɪzɐɕɐ/
bushaltestell	/bushɑltæstæl/
bushaltestellen	/bushɑltəʃtælən/
buslinn	/buslin/
buslinnen	/buslinən/
busnetz	/busnæts/
busnetzer	/busnætsɐ/
busspur	/busʃpuːʀ/
busspuren	/busʃpuːʀən/
bustarif	/bustɑʀif/
bustariffer	/bustɑʀifɐ/
busverbindung	/busfɐbinduŋ/
busverbindungen	/busfɐbinduŋən/
but	/buːt/
buttek	/butek/
butteker	/butekɐ/
butteksfra	/buteksfʀaː/
butteksfraen	/buteksfʀaːən/
butteksmeedchen	/buteksmeːtɕən/
butteksmeedercher	/buteksmeːdɐɕɐ/
butz	/buts/
butzen	/butsən/
butzeg	/butsəɕ/
buurschent	/byuʀʃənt/
buuscht	/buːʃt/
buuschten	/buːʃtən/
buuschteg	/buːʃtəɕ/
cabaret	/kɑbaːʀət/
cabareten	/kɑbaːʀətən/
cabine	/kɑbin/
cabinnen	/kɑbinən/
cabinet	/kɑbineː/
cabineten	/kɑbineːən/
cabinetspabeier	/kɑbineːspɑbɑɪɐ/
cabrio	/kɑbʀioː/
cabrioen	/kɑbʀioːən/
cabriolet	/kɑbʀioleː/
cabrioleten	/kɑbʀiolæən/
cache	/kɑχə/
pot	/poːt/
poten	/poːtən/
cachet	/kɑʃeː/
cacheten	/kɑʃeːən/
caddie	/kɑdiːə/
caddien	/kɑdiːən/
cadeau	/kɑdoː/
cadeauen	/kɑdoːən/
cadet	/kɑdeː/
cadeten	/kɑdeːən/
café	/kɑfeː/
caféen	/kɑfeːən/
cafeteria	/kɑfeːteʀjaː/
cafeteriaen	/kɑfeːteʀjaːən/
cageot	/kɑgeoːt/
cageoten	/kɑgeoːtən/
caissier	/keːsjeː/
caissieren	/keːsjeːən/
caissière	/kæsiɛːʀ/
caissièren	/kæsiɛːʀən/
calamar	/kɑlaːmaːʀ/
calamaren	/kɑlaːmaːʀən/
cale	/kɑl/
callen	/kɑlən/
caléieren	/kɑlɜɪəʀən/
caléiert	/kɑlɜɪɐt/
calepin	/kɑlpɛ̃ː/
calepinen	/kɑlpɛ̃ːən/
calméieren	/kɑlmɜɪəʀən/
calméiert	/kɑlmɜɪɐt/
camelote	/kɑmeloːtə/
camion	/kɑmjɑ̃ː/
camionen	/kɑmjɑ̃ːən/
camionnette	/kɑmjɑ̃ːnæt/
camionnetten	/kɑmjɑ̃ːnætən/
camionschauffer	/kɑmjɑ̃ːsʃoːfɐ/
camionschaufferen	/kɑmjɑ̃ːsʃoːfəʀən/
camionschauffesch	/kɑmjɑ̃ːsʃoːfəʃ/
camionschauffeschen	/kɑmjɑ̃ːsʃoːfəʃən/
camionsverkéier	/kɑmjɑ̃ːsfɐkɜɪɐ/
camouflage	/kæməʊflaːʃ/
camoufléieren	/kæməʊflɜɪəʀən/
camoufléiert	/kæməʊflɜɪɐt/
camp	/kɑ̃ːmp/
campen	/kɑ̃ːmpən/
campagne	/kɑ̃ːmpɑɲ/
campagnen	/kɑ̃ːmpɑɲən/
campéieren	/kæmpɜɪəʀən/
campéiert	/kæmpɜɪɐt/
camper	/kɑ̃ːmpɐ/
camperin	/kɑ̃ːmpəʀin/
camperinnen	/kɑ̃ːmpəʀinən/
camping	/kɑ̃ːmpiŋ/
campingen	/kɑ̃ːmpɛ̃ːʒən/
campingcar	/kɑ̃ːmpɛ̃ːŋkaːʀ/
campingcaren	/kɑ̃ːmpɛ̃ːŋkaːʀən/
campingsleit	/kɑ̃ːmpɛ̃ːŋslɑɪt/
campus	/kɑ̃ːmpus/
campussen	/kɑ̃ːmpusən/
canapé	/kɑnɑpeː/
canapéen	/kɑnɑpeːən/
cannelloni	/kɑnæloːni/
cannellonien	/kɑnæloniːən/
cannellonisrull	/kɑnælonisʀul/
cannellonisrullen	/kɑnælonisʀulən/
cantonnier	/kɑntonjeː/
cantonnieren	/kɑntonjeːən/
cantonnière	/kɑntonjɛːʀ/
cantonnièren	/kɑntonjɛːʀən/
capabel	/kɑpaːbəl/
capacitéit	/kɑpɑsitɜɪt/
capacitéiten	/kɑpɑsitɜɪtən/
capot	/kɑpoː/
capoten	/kɑpoːtən/
capverdianer	/kɑpfɐdiaːnɐ/
capverdianerin	/kɑpfɐdiaːnəʀin/
capverdianerinnen	/kɑpfɐdiaːnəʀinən/
capverdianesch	/kɑpfɐdiaːnəʃ/
caravane	/kɑʀɑvɑn/
caravannen	/kɑʀɑvɑnən/
carotin	/kɑʀotin/
carrière	/kɑʀiɛːʀ/
carrièren	/kɑʀiɛːʀən/
carrossier	/kɑʀosjeː/
carrossieren	/kɑʀosjeːən/
carrossière	/kɑʀosiɛːʀ/
carrossièren	/kɑʀosiɛːʀən/
cartouche	/kɑʀtuʃ/
cartouchen	/kɑʀtuɕən/
case	/kɑzə/
caseën	/kɑzən/
cashewnoss	/kɑʃəvnos/
cashewnëss	/kɑʃəvnəs/
casier	/kɑzjeː/
casieren	/kɑziːɐʀən/
casino	/kɑzinoː/
casinoen	/kɑzinoːən/
casque	/kɑsk/
casquen	/kɑskən/
cassis	/kɑsis/
cassoulet	/kɑsuleː/
cassouleten	/kɑsuleːən/
catering	/kɑteʀiŋ/
causettchen	/kæyːætɕən/
causettercher	/kæyːætɐɕɐ/
cavalier	/kɑvɑljeː/
cavalieren	/kɑvɑljeːən/
caveau	/kɑvoː/
caveauen	/kɑvoːən/
cd	/tseːdeː/
cden	/tseːdən/
player	/plɑɑjeː/
playeren	/plɑiəʀən/
ceinture	/sɛ̃ːtyːʀ/
ceinturen	/sɛ̃ːtuːʀən/
cellist	/sælist/
cellisten	/sælistən/
cellistin	/sælistin/
cellistinnen	/sælistinən/
cello	/sæloː/
celloen	/sæloːən/
cembalo	/kɑ̃ːmbɑloː/
cembaloen	/kɑ̃ːmbɑloːən/
censéiert	/sɑ̃ːsɜɪɐt/
cent	/sɑ̃ː/
centenaire	/sɑ̃ːənɛːʀ/
centenairen	/sɑ̃ːənɛːʀən/
certificat	/kɛʀtifikɑt/
certificaten	/kɛʀtifikɑtən/
cesarienne	/kəzɑʀjænə/
cesariennen	/kəzɑʀjænən/
chaîne	/ʃɛːnə/
chaînen	/ʃɛːnən/
chalet	/ʃɑleː/
chaleten	/ʃɑleːən/
challenge	/ʃɑlæŋə/
challengen	/ʃɑlæŋən/
chalumeau	/ʃɑlymoː/
chalumeauen	/ʃɑlymoːən/
chamber	/ʃɑ̃ːmbɐ/
chamberen	/ʃɑ̃ːmbəʀən/
chamberpresident	/ʃɑ̃ːmbɐpʀezidænt/
chamberpresidenten	/ʃɑ̃ːmbɐpʀezidæntən/
chamberpresidentin	/ʃɑ̃ːmbɐpʀezidæntin/
chamberpresidentinnen	/ʃɑ̃ːmbɐpʀezidæntinən/
chamberspresident	/ʃɑ̃ːmbɐspʀezidænt/
chamberspresidenten	/ʃɑ̃ːmbɐspʀezidæntən/
chamberspresidentin	/ʃɑ̃ːmbɐspʀezidæntin/
chamberspresidentinnen	/ʃɑ̃ːmbɐspʀezidæntinən/
chamberwahl	/ʃɑ̃ːmbɐvaːl/
chamberwahlen	/ʃɑ̃ːmbɐvaːlən/
chamberwal	/ʃɑ̃ːmbɐvaːl/
chamberwalen	/ʃɑ̃ːmbɐvaːlən/
champignon	/ʃɑ̃ːpiɲɑ̃ː/
champignonen	/ʃɑ̃ːpiɲɑ̃ːən/
champion	/ʃɑ̃ːpjɑ̃ː/
championen	/ʃɑ̃ːpjɑ̃ːən/
championnat	/ʃɑ̃ːpjɑ̃ːnaːt/
championnater	/ʃɑ̃ːpjɑ̃ːnaːtɐ/
championne	/ʃɑ̃ːpjɑ̃ːnə/
championnen	/ʃɑ̃ːpjɑ̃ːnən/
chance	/ʃɑ̃ːs/
chancen	/ʃɑ̃ːsən/
chancëgläichheet	/ʃɑ̃ːsəglæːɪɕheːt/
chancelleriestimber	/ʃɑ̃ːsæləʀiəstɛ̃ːbɐ/
chancelleriestimberen	/ʃɑ̃ːsæləʀiəstɛ̃ːbəʀən/
change	/ʃɑ̃ːʃ/
changéieren	/ʃɑ̃ːʒɜɪəʀən/
changéiert	/ʃɑ̃ːʒɜɪɐt/
changement	/ʃɑ̃ːʒəmænt/
changementer	/ʃɑ̃ːʒəmæntɐ/
changementen	/ʃɑ̃ːʒəmɑ̃ːən/
chantage	/ʃɑ̃ːtaːʃ/
chantier	/ʃɑ̃ːtjeː/
chantieren	/ʃɑ̃ːtjeːən/
chaos	/ʃaoːs/
chaot	/ʃaoːt/
chaoten	/ʃaoːtən/
chaotesch	/ʃaoːtəʃ/
chaotin	/ʃaoːtin/
chaotinnen	/ʃaoːtinən/
chape	/ʃaːpə/
chappen	/ʃɑpən/
charakter	/ʃɑʀɑktɐ/
charakteren	/ʃɑʀɑktəʀən/
charaktereegenschaft	/ʃɑʀɑktəʀeːʑənʃɑft/
charaktereegenschaften	/ʃɑʀɑktəʀeːʑənʃɑftən/
charakteriséieren	/ʃɑʀɑkteʀizɜɪəʀən/
charakteriséiert	/ʃɑʀɑkteʀizɜɪɐt/
charakteristesch	/ʃɑʀɑkteʀistəʃ/
charakteristik	/ʃɑʀɑkteʀistik/
charakteristiken	/ʃɑʀɑkteʀistikən/
charcuterie	/ʃɑʀkutəʀiː/
chargé	/ʃɑʀʒeː/
chargéen	/ʃɑʀʒeːən/
charge	/ʃɑʀʃ/
chargen	/ʃɑʀʑən/
chargée	/ʃɑʀʒeː/
chargéeën	/ʃɑʀʒeːən/
chargéiert	/ʃɑʀgɜɪɐt/
charisma	/ʃɑʀismaː/
charismatesch	/ʃɑʀismaːtəʃ/
charmant	/ʃɑʀmɑnt/
charme	/ʃɑʀmə/
charmen	/ʃɑʀmən/
charméieren	/ʃɑʀmɜɪəʀən/
charméiert	/ʃɑʀmɜɪɐt/
charta	/ʃɑʀtaː/
chartaen	/ʃɑʀtaːən/
chasse	/ʃɑsə/
chassen	/ʃɑsən/
chassis	/ʃɑsis/
chassisen	/ʃɑsisən/
chat	/ʃaːt/
chatten	/ʃɑtən/
gechatt	/getʃɑt/
chaudière	/ʃoːdjɛːʀ/
chaudièren	/ʃoːdjɛːʀən/
chauffer	/ʃoːfɐ/
chaufferen	/ʃoːfəʀən/
chauffesch	/ʃoːfəʃ/
chauffeschen	/ʃoːfəʃən/
chauffeur	/ʃoːfœːʀ/
chauffeuren	/ʃoːfœːʀən/
checken	/ʃækən/
gechecked	/getʃækt/
chef	/ʃæf/
cheffen	/ʃæfən/
cheffin	/ʃæfin/
cheffinnen	/ʃæfinən/
chefkach	/ʃæfkɑχ/
chefkäch	/ʃæfkæɕ/
chefkächen	/ʃæfkæɕən/
chefredactrice	/ʃæfʀedɑktʀis/
chefredactricen	/ʃæfʀedɑktʀisən/
chefredakter	/ʃæfʀedɑktɐ/
chefredakteren	/ʃæfʀedɑktəʀən/
cheftaine	/ʃæftɛːnə/
cheftainen	/ʃæftɛːnən/
chemesch	/ʃeːməʃ/
chemiker	/ʃmikɐ/
chemikerin	/ʃmikəʀin/
chemikerinnen	/ʃmikəʀinən/
chemisier	/ʃmiziːɐ/
chemisieren	/ʃmiziːɐʀən/
chercheur	/ʃɛʀʃœːʀ/
chercheuren	/ʃɛʀʃœːʀən/
chercheuse	/ʃɛʀʃøːs/
chercheusen	/ʃɛʀʃøːsən/
chic	/ʃik/
chicon	/ʃikɑ̃ː/
chiconen	/ʃikɑ̃ːən/
chienne	/kjænə/
chiennen	/kjænən/
chiers	/ʃiɐs/
chiffer	/ʃifɐ/
chifferen	/ʃifəʀən/
chiffréieren	/ʃifʀɜɪəʀən/
chiffréiert	/ʃifʀɜɪɐt/
chignon	/ʃiɲɑ̃ː/
chignonen	/ʃiɲɑ̃ːən/
chile	/ʃil/
chilen	/ʃilən/
chilenen	/ʃileːnən/
chilenesch	/ʃileːnəʃ/
chilenin	/ʃileːniːn/
chileninnen	/ʃileːninən/
chillen	/ʃilən/
gechillt	/gæɕilt/
chimie	/ʃimiː/
chimiescours	/ʃimiːəskuːɐ/
chimiescoursen	/ʃimiːəskuːəʀən/
chimiesprofesser	/ʃimiːəspʀofæsɐ/
chimiesprofesseren	/ʃimiːəspʀofæsəʀən/
chimiesprofessesch	/ʃimiːəspʀofæsəʃ/
chimiesprofesseschen	/ʃimiːəspʀofæsəʃən/
chimiesprofessorin	/ʃimiːəspʀofæsɔːʀin/
chimiesprofessorinnen	/ʃimiːəspʀofæsɔːʀinən/
chimiesproff	/ʃimiːəspʀof/
chimiesproffen	/ʃimiːəspʀofən/
chimist	/ʃimist/
chimisten	/ʃimistən/
chimistin	/ʃimistin/
chimistinnen	/ʃimistinən/
china	/ʃinaː/
chinéiert	/ʃinɜɪɐt/
chines	/ʃinəs/
chinesen	/ʃineːzən/
chinesesch	/ʃineːzəʃ/
chinesin	/ʃineːzin/
chinesinnen	/ʃineːzinən/
chip	/ʃip/
chippen	/ʃipən/
chips	/ʃips/
chipsen	/ʃipsən/
chirurg	/ɕiʀuʀʑ/
chirurgen	/ɕiʀuʀʑən/
chirurgie	/ɕiʀuʀʒiː/
chirurgin	/ɕiʀuʀʑin/
chirurginnen	/ɕiʀuʀʑinən/
choix	/ʃwɑ/
choixen	/ʃwɑən/
cholera	/koːleːʀaː/
choleresch	/koːleːʀəʃ/
choleriker	/koːleːʀikɐ/
cholerikerin	/koːleːʀikəʀin/
cholerikerinnen	/koːleːʀikəʀinən/
cholesterol	/koːlæsteʀol/
chômage	/ʃoːmaːʃ/
chômeur	/ʃoːmœːʀ/
chômeuren	/ʃoːmœːʀən/
chômeuse	/ʃoːmøːs/
chômeusen	/ʃoːmøːsən/
chorale	/koːʀaːlə/
chorallen	/koːʀɑlən/
chouer	/ʃəʊɐ/
chéier	/ʃɜɪɐ/
choufleur	/ʃuflœːʀ/
choufleuren	/ʃuflœːʀən/
chrëscht	/kʀəʃt/
chrëschten	/kʀəʃtən/
chrëschtbeemchen	/kʀəʃtbeːmɕən/
chrëschtbeemercher	/kʀəʃtbeːmɐɕɐ/
chrëschtcadeau	/kʀəʃtkɑdoː/
chrëschtcadeauen	/kʀəʃtkɑdoːən/
chrëschtdag	/kʀəʃtdaːχ/
chrëschtdeeg	/kʀəʃtdeːɕ/
chrëschtdekoratioun	/kʀəʃtdəkoʀatsjəʊn/
chrëschtdekoratiounen	/kʀəʃtdəkoʀatsjəʊnən/
chrëschtenheet	/kʀəʃtənheːt/
chrëschtentum	/kʀəʃtəntum/
chrëschtfeier	/kʀəʃtfɑɪɐ/
chrëschtfeieren	/kʀəʃtfɑɪəʀən/
chrëschtin	/kʀəʃtin/
chrëschtinnen	/kʀəʃtinən/
chrëschtkëndchen	/kʀəʃtkəntɕən/
chrëschtkënnercher	/kʀəʃtkənɐɕɐ/
chrëschtlech	/kʀəʃtləɕ/
chrëschtmaart	/kʀəʃtmaːʀt/
chrëschtmäert	/kʀəʃtmɛːɐt/
chrëschtnech	/kʀəʃtnəɕ/
chrëschtnuecht	/kʀəʃtnuəɕt/
chrëschtnuechten	/kʀəʃtnuəɕtən/
chrëschtvakanz	/kʀəʃtvɑkɑnts/
chrëschtvakanzen	/kʀəʃtvɑkɑntsən/
chrom	/kʀom/
chroméiert	/kʀomɜɪɐt/
chronesch	/kʀonəʃ/
chronik	/kʀonik/
chroniken	/kʀonikən/
chronologesch	/kʀonoːloːgəʃ/
chronologie	/kʀonoːloːʒiː/
chronologien	/kʀonoːloːʒiːən/
chronometer	/kʀonomeːtɐ/
chronometeren	/kʀonɑ̃ːətəʀən/
chute	/ʃuːtə/
chutten	/ʃutən/
cibléieren	/siblɜɪəʀən/
cibléiert	/siblɜɪɐt/
cicatrice	/sikɑtʀis/
cicatricen	/sikɑtʀisən/
circuit	/kiːɐkyit/
circuiten	/kiːɐkyitən/
circulaire	/kiːɐkylɛːʀ/
circulairen	/kiːɐkylɛːʀən/
cité	/siteː/
citéen	/siteːən/
civil	/sivil/
classeur	/klɑsœːʀ/
classeuren	/klɑsœːʀən/
clausen	/kloːzən/
clavecin	/klɑvækɛ̃ː/
clavecinen	/klɑvækɛ̃ːən/
claves	/klɑvəs/
clavier	/klɑviːɐ/
clavieren	/klɑviːɐʀən/
clemenshaff	/kləmɑ̃ːshɑf/
clergé	/klæʀʒeː/
clever	/kləvɐ/
cliché	/kliʃeː/
clichéen	/kliʃeːən/
client	/kliɑ̃ː/
clienten	/kliɑ̃ːən/
cliente	/kliɑ̃ːt/
clienteën	/kliɑ̃ːtən/
clientèle	/kliɑ̃ːtæl/
clientskaart	/kliɑ̃ːtskaːʀt/
clientskaarten	/kliɑ̃ːtskaːʀtən/
clierf	/kliɐf/
clinch	/klinɕ/
clique	/klik/
cliquen	/klikən/
clochard	/klokaːʀ/
clocharden	/kloʃɑʀdən/
closdellt	/kloːsdælt/
clôture	/kloːtyːʀ/
clôturen	/kloːtyːʀən/
clou	/kləʊ/
clown	/kloːn/
clownen	/kloːnən/
club	/klup/
clibb	/klip/
cockpit	/kokpit/
cockpitten	/kokpitən/
cocktail	/koktɑj/
cocktailen	/koktɑɪjən/
code	/kodə/
coden	/kodən/
codéieren	/kodɜɪəʀən/
codéiert	/kodɜɪɐt/
coffre	/kofʀ/
fort	/fɔʀt/
forten	/fɔʀtən/
cognac	/kognɑk/
cognacken	/kognɑkən/
cognacfaarweg	/kognɑkfaːɐvəɕ/
coifféieren	/kwɑfɜɪəʀən/
coifféiert	/kwɑfɜɪɐt/
coiffer	/kwɑfɐ/
coifferen	/kwɑfəʀən/
coiffeur	/kwɑfœːʀ/
coiffeuren	/kwɑfœːʀən/
coiffeuse	/kwɑføːs/
coiffeusen	/kwɑføːsən/
coiffure	/kwɑfuːʀə/
coiffuren	/kwɑfuːʀən/
col	/kol/
collen	/kolən/
collaborateur	/kolɑboːʀɑtœːʀ/
collaborateuren	/kolɑboːʀatœːʀən/
collaboratioun	/kolɑboːʀatsjəʊn/
collaboratrice	/kolɑboːʀatʀis/
collaboratricen	/kolɑboːʀatʀisən/
collaboréieren	/kolɑboːʀɜɪəʀən/
collaboréiert	/kolɑboːʀɜɪɐt/
collant	/kolɑ̃ː/
collanten	/kolɑ̃ːən/
collier	/koljeː/
collieren	/koliːɐʀən/
colloque	/kolok/
colloquen	/kolokən/
colmer	/kolmɐ/
colonel	/kolonæl/
colonellen	/kolonælən/
colonelle	/kolonælə/
combel	/kɑ̃ːbəl/
combinaison	/kɑ̃ːbinɛːzɑ̃ː/
combinaisonen	/kɑ̃ːbinɛːzɑ̃ːən/
combinéieren	/kɑ̃ːbinɜɪəʀən/
combinéiert	/kɑ̃ːbinɜɪɐt/
comité	/komiteː/
comitéen	/komiteːən/
comitésmember	/komiteːsmɑ̃ːmbɐ/
comitésmemberen	/komiteːsmɑ̃ːmbəʀən/
comitéssëtzung	/komiteːzzətsuŋ/
comitéssëtzungen	/komiteːzzətsuŋən/
commande	/komɑndə/
commanden	/komɑndən/
commentaire	/komɑ̃ːtɛːʀ/
commentairen	/komɑ̃ːtɛːʀən/
commerce	/komɛʀs/
commercen	/komɛʀsən/
commissaire	/komisɛːʀ/
commissairen	/komisɛːʀən/
commissairin	/komisɛːʀin/
commissairinnen	/komisɛːʀinən/
communautéit	/komynɑʊtɜɪt/
communautéiten	/komynɑʊtɜɪtən/
communiqué	/komynikeː/
communiquéen	/komynikeːən/
compatibel	/kompaːtiːbəl/
competitioun	/kompeːtitsjəʊn/
competitiounen	/kompeːtitsjəʊnən/
complementaire	/kompləmɑ̃ːtɛːʀ/
completéieren	/komplətɜɪəʀən/
completéiert	/komplətɜɪɐt/
compriméieren	/kompʀimɜɪəʀən/
compriméiert	/kompʀimɜɪɐt/
compromis	/kompʀomis/
compromisen	/kompʀomiːən/
comptabel	/kɑ̃ːtaːbəl/
comptabelen	/kɑ̃ːtaːbələn/
comptabilitéit	/kɑ̃ːtɑbilitɜɪt/
compteur	/kɑ̃ːtœːʀ/
compteuren	/kɑ̃ːtœːʀən/
comptoir	/kɑ̃ːtwaːʀ/
comptoiren	/kɑ̃ːtwaːʀən/
computer	/kompjuːtɐ/
computeren	/kompjuːtəʀən/
computerkabel	/kompjuːtɐkaːbəl/
computerkabelen	/kompjuːtɐkaːbələn/
computerprogramm	/kompjuːtɐpʀogʀɑm/
computerprogrammen	/kompjuːtɐpʀogʀɑmən/
concert	/kɑ̃ːsɛːʀ/
concerten	/kɑ̃ːsɛːʀən/
concertssall	/kɑ̃ːsɛːʀzɑl/
concertssäll	/kɑ̃ːsɛːʀsæl/
concertsticket	/kɑ̃ːsɛːʀstikeː/
concertsticketen	/kɑ̃ːsɛːʀstikeːən/
concierge	/kɑ̃ːsjɛːʀʃ/
conciergen	/kɑ̃ːsjɛːʀʒən/
conclusioun	/kɑ̃ːklusjəʊn/
conclusiounen	/kɑ̃ːklusjəʊnən/
concours	/kɑ̃ːkuːɐ/
concoursen	/kɑ̃ːkuːəʀən/
configuratioun	/kɑ̃ːfiguːʀatsjəʊn/
configuratiounen	/kɑ̃ːfiguːʀatsjəʊnən/
configuréieren	/kɑ̃ːfiguːʀɜɪəʀən/
configuréiert	/kɑ̃ːfiguːʀɜɪɐt/
confirmatioun	/kɑ̃ːfiʀmatsjəʊn/
confirmatiounen	/kɑ̃ːfiʀmatsjəʊnən/
confirméieren	/kɑ̃ːfiʀmɜɪəʀən/
confirméiert	/kɑ̃ːfiʀmɜɪɐt/
confisquéieren	/kɑ̃ːfiskɜɪəʀən/
confisquéiert	/kɑ̃ːfiskɜɪɐt/
conforme	/konfɔʀmə/
confort	/konfɔʀt/
confortabel	/konfɔʀtaːbəl/
conga	/kɑ̃ːgaː/
congaen	/kɑ̃ːgaːən/
congé	/kɑ̃ːʒeː/
congéen	/kɑ̃ːʒeːən/
congregatioun	/kɑ̃ːgʀegatsjəʊn/
congregatiounen	/kɑ̃ːgʀegatsjəʊnən/
conjonctioun	/kɑ̃ːʒɑ̃ːksjəʊn/
conjonctiounen	/kɑ̃ːʒɑ̃ːksjəʊnən/
conjugaisoun	/kɑ̃ːʒygɛːzəʊn/
conjugaisounen	/kɑ̃ːʒygɛːzəʊnən/
conjuguéieren	/kɑ̃ːʒygɜɪəʀən/
conjuguéiert	/kɑ̃ːʒygɜɪɐt/
conquête	/kɑ̃ːkɛːə/
conquêten	/kɑ̃ːkɛːən/
consecratioun	/kɑ̃ːsækʀatsjəʊn/
consecratiounen	/kɑ̃ːsækʀatsjəʊnən/
conseil	/kɑ̃ːsæl/
conseilen	/kɑ̃ːsælən/
conseiller	/kɑ̃ːsælɐ/
conseilleren	/kɑ̃ːsæləʀən/
conseillère	/kɑ̃ːsjɛːʀ/
conseillèren	/kɑ̃ːsjɛːʀən/
conservatoire	/konzɛʀvɑtwaːʀ/
conservatoiren	/konzɛʀvɑtwaːʀən/
conserve	/konzɛʀvə/
conserven	/konzɛʀvən/
conservéieren	/konzɛʀvɜɪəʀən/
conservéiert	/konzɛʀfɜɪɐt/
considerabel	/kɑ̃ːzideːʀaːbəl/
consideréieren	/kɑ̃ːzidəʀɜɪəʀən/
consideréiert	/kɑ̃ːzidəʀɜɪɐt/
consolidéieren	/kɑ̃ːswlidɜɪəʀən/
consolidéiert	/kɑ̃ːswlidɜɪɐt/
consommateur	/kɑ̃ːsomɑtœːʀ/
consommateuren	/kɑ̃ːsomɑtœːʀən/
consommatioun	/kɑ̃ːsomatsjəʊn/
consommatiounen	/kɑ̃ːsomatsjəʊnən/
consommatrice	/kɑ̃ːsomɑtʀis/
consommatricen	/kɑ̃ːsomɑtʀisən/
consomméieren	/kɑ̃ːsomɜɪəʀən/
consomméiert	/kɑ̃ːsomɜɪɐt/
conspiratioun	/kɑ̃ːspiʀatsjəʊn/
conspiratiounen	/kɑ̃ːspiʀatsjəʊnən/
constat	/kɑ̃ːstaːt/
constaten	/kɑ̃ːstaːtən/
constatéieren	/kɑ̃ːstaːtɜɪəʀən/
constatéiert	/kɑ̃ːstaːtɜɪɐt/
constellatioun	/kɑ̃ːʃtælatsjəʊn/
constellatiounen	/kɑ̃ːʃtælatsjəʊnən/
constituéieren	/kɑ̃ːstityɜɪəʀən/
constituéiert	/kɑ̃ːstityɜɪɐt/
constitutioun	/kɑ̃ːstityːtsjəʊn/
constitutiounen	/kɑ̃ːstityːtsjəʊnən/
constructeur	/kɑ̃ːstʀuktœːʀ/
constructeuren	/kɑ̃ːstʀuktœːʀən/
constructioun	/kɑ̃ːstʀuksjəʊn/
constructiounen	/kɑ̃ːstʀuksjəʊnən/
consultatioun	/kɑ̃ːzultatsjəʊn/
consultatiounen	/kɑ̃ːzultatsjəʊnən/
